[GLOBAL]
[main] [load-time] = 1
[thread#0]
[run#1] [num_results#07.q] = 0
[run#1] [num_results#08.q] = 0
[run#1] [num_results#11.q] = 0
[run#1] [num_results#01.q] = 0
[run#1] [num_results#02.q] = 0
[run#1] [num_results#03.q] = 0
[run#1] [num_results#04.q] = 0
[run#1] [num_results#05.q] = 0
[run#1] [num_results#06.q] = 0
[run#1] [unfolding_time#06.q] = 0
[run#1] [execution_time#08.q] = 2686
[run#1] [unfolding_time#07.q] = 0
[run#1] [unfolding_time#08.q] = 0
[run#1] [execution_time#07.q] = 2754
[run#1] [execution_time#06.q] = 2839
[run#1] [execution_time#01.q] = 3166
[run#1] [unfolding_time#01.q] = 0
[run#1] [unfolding_time#02.q] = 0
[run#1] [execution_time#05.q] = 3437
[run#1] [unfolding_time#03.q] = 0
[run#1] [execution_time#04.q] = 3592
[run#1] [execution_time#03.q] = 3991
[run#1] [unfolding_time#04.q] = 0
[run#1] [execution_time#02.q] = 2608
[run#1] [unfolding_time#05.q] = 0
[run#1] [rewriting_time#11.q] = 0
[run#1] [resultset_traversal_time#01.q] = 0
[run#1] [resultset_traversal_time#03.q] = 0
[run#1] [resultset_traversal_time#02.q] = 0
[run#1] [execution_time#11.q] = 2584
[run#1] [resultset_traversal_time#05.q] = 0
[run#1] [unfolding_time#11.q] = 0
[run#1] [resultset_traversal_time#04.q] = 0
[run#1] [resultset_traversal_time#07.q] = 0
[run#1] [resultset_traversal_time#06.q] = 0
[run#1] [resultset_traversal_time#08.q] = 0
[run#1] [rewriting_time#01.q] = 0
[run#1] [resultset_traversal_time#11.q] = 0
[run#1] [rewriting_time#02.q] = 0
[run#1] [rewriting_time#03.q] = 0
[run#1] [rewriting_time#04.q] = 0
[run#1] [rewriting_time#05.q] = 0
[run#1] [rewriting_time#06.q] = 0
[run#1] [rewriting_time#07.q] = 0
[run#1] [rewriting_time#08.q] = 0
[run#1] [mix_time#1] = 27658
[run#0] [num_results#07.q] = 0
[run#0] [num_results#08.q] = 0
[run#0] [num_results#11.q] = 0
[run#0] [num_results#01.q] = 0
[run#0] [num_results#02.q] = 0
[run#0] [num_results#03.q] = 0
[run#0] [num_results#04.q] = 0
[run#0] [num_results#05.q] = 0
[run#0] [num_results#06.q] = 0
[run#0] [unfolding_time#06.q] = 0
[run#0] [execution_time#08.q] = 2648
[run#0] [unfolding_time#07.q] = 0
[run#0] [unfolding_time#08.q] = 0
[run#0] [execution_time#07.q] = 2884
[run#0] [execution_time#06.q] = 2711
[run#0] [execution_time#01.q] = 2918
[run#0] [unfolding_time#01.q] = 0
[run#0] [unfolding_time#02.q] = 0
[run#0] [execution_time#05.q] = 3141
[run#0] [unfolding_time#03.q] = 0
[run#0] [execution_time#04.q] = 3459
[run#0] [execution_time#03.q] = 4199
[run#0] [unfolding_time#04.q] = 0
[run#0] [execution_time#02.q] = 2640
[run#0] [unfolding_time#05.q] = 0
[run#0] [rewriting_time#11.q] = 0
[run#0] [resultset_traversal_time#01.q] = 0
[run#0] [resultset_traversal_time#03.q] = 0
[run#0] [resultset_traversal_time#02.q] = 0
[run#0] [execution_time#11.q] = 2626
[run#0] [resultset_traversal_time#05.q] = 0
[run#0] [unfolding_time#11.q] = 0
[run#0] [resultset_traversal_time#04.q] = 0
[run#0] [resultset_traversal_time#07.q] = 0
[run#0] [resultset_traversal_time#06.q] = 0
[run#0] [resultset_traversal_time#08.q] = 0
[run#0] [rewriting_time#01.q] = 0
[run#0] [resultset_traversal_time#11.q] = 0
[run#0] [rewriting_time#02.q] = 0
[run#0] [rewriting_time#03.q] = 0
[run#0] [rewriting_time#04.q] = 0
[run#0] [rewriting_time#05.q] = 0
[run#0] [rewriting_time#06.q] = 0
[run#0] [rewriting_time#07.q] = 0
[run#0] [rewriting_time#08.q] = 0
[run#0] [mix_time#0] = 27226
[run#2] [num_results#07.q] = 0
[run#2] [num_results#08.q] = 0
[run#2] [num_results#11.q] = 0
[run#2] [num_results#01.q] = 0
[run#2] [num_results#02.q] = 0
[run#2] [num_results#03.q] = 0
[run#2] [num_results#04.q] = 0
[run#2] [num_results#05.q] = 0
[run#2] [num_results#06.q] = 0
[run#2] [unfolding_time#06.q] = 0
[run#2] [execution_time#08.q] = 2633
[run#2] [unfolding_time#07.q] = 0
[run#2] [unfolding_time#08.q] = 0
[run#2] [execution_time#07.q] = 2901
[run#2] [execution_time#06.q] = 2674
[run#2] [execution_time#01.q] = 3237
[run#2] [unfolding_time#01.q] = 0
[run#2] [unfolding_time#02.q] = 0
[run#2] [execution_time#05.q] = 3266
[run#2] [unfolding_time#03.q] = 0
[run#2] [execution_time#04.q] = 3317
[run#2] [execution_time#03.q] = 3702
[run#2] [unfolding_time#04.q] = 0
[run#2] [execution_time#02.q] = 2772
[run#2] [unfolding_time#05.q] = 0
[run#2] [rewriting_time#11.q] = 0
[run#2] [resultset_traversal_time#01.q] = 0
[run#2] [resultset_traversal_time#03.q] = 0
[run#2] [resultset_traversal_time#02.q] = 0
[run#2] [execution_time#11.q] = 2608
[run#2] [resultset_traversal_time#05.q] = 0
[run#2] [unfolding_time#11.q] = 0
[run#2] [resultset_traversal_time#04.q] = 0
[run#2] [resultset_traversal_time#07.q] = 0
[run#2] [resultset_traversal_time#06.q] = 0
[run#2] [resultset_traversal_time#08.q] = 0
[run#2] [rewriting_time#01.q] = 0
[run#2] [resultset_traversal_time#11.q] = 0
[run#2] [rewriting_time#02.q] = 0
[run#2] [rewriting_time#03.q] = 0
[run#2] [rewriting_time#04.q] = 0
[run#2] [rewriting_time#05.q] = 0
[run#2] [rewriting_time#06.q] = 0
[run#2] [rewriting_time#07.q] = 0
[run#2] [rewriting_time#08.q] = 0
[run#2] [mix_time#2] = 27110
